assignee,Integration Name,Support Level,Provider,Auth Class,Auth Detail,auth params set,script inputs,params required for test,generated manifest,wrote code,validations passed,unit tests passed,param parity test passes,requires auth parity test,auth parity test passes,code reviewed,code merged
,ReversingLabs A1000 v2,partner,ReversingLabs,"Plain(http_credentials, https_credentials, token) — REQUIRED(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""http_credentials""},{""type"":""Plain"",""name"":""https_credentials""},{""type"":""Plain"",""name"":""token""}],""config"":""REQUIRED(Plain)"",""params"":{""token"":{""type"":""Plain"",""xsoar_type"":4,""required"":true},""http_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""https_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,ReversingLabs Ransomware and Related Tools Feed,partner,ReversingLabs,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,ReversingLabs Titanium Cloud,partner,ReversingLabs,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,ReversingLabs TitaniumCloud v2,partner,ReversingLabs,"Plain(credentials, http_credentials, https_credentials) — REQUIRED(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""http_credentials""},{""type"":""Plain"",""name"":""https_credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""http_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""https_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,ReversingLabs TitaniumScale,partner,ReversingLabs,"Plain(http_credentials, https_credentials, token) — REQUIRED(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""http_credentials""},{""type"":""Plain"",""name"":""https_credentials""},{""type"":""Plain"",""name"":""token""}],""config"":""REQUIRED(Plain)"",""params"":{""token"":{""type"":""Plain"",""xsoar_type"":4,""required"":true},""http_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""https_credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,RiskSense,partner,Ivanti,APIKey(api_key) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""api_key""}],""config"":""REQUIRED(APIKey)"",""params"":{""api_key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,RSA Archer v2,xsoar,RSAsecurity,"Plain(credentials, userDomain) — REQUIRED(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""userDomain""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""userDomain"":{""type"":""Plain"",""xsoar_type"":0,""required"":false}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,RSA NetWitness Endpoint,xsoar,PartnerOne,Plain(credentials) — OPTIONAL(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""OPTIONAL(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,RSA NetWitness Packets and Logs,partner,PartnerOne,"Plain(password, user_creds, username) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""password""},{""type"":""Plain"",""name"":""user_creds""},{""type"":""Plain"",""name"":""username""}],""config"":""OPTIONAL(Plain)"",""params"":{""username"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""password"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""user_creds"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,RSA NetWitness Security Analytics,xsoar,PartnerOne,"Plain(credentials, password, username) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""password""},{""type"":""Plain"",""name"":""username""}],""config"":""OPTIONAL(Plain)"",""params"":{""username"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""password"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,RSA NetWitness v11.1,partner,PartnerOne,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,RSANetWitnessv115,partner,PartnerOne,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,RSS Feed,xsoar,Open Source,NoneRequired,"{""auth_types"":[],""config"":""NONE"",""params"":{},""notes"":null}",,,,,,,,,,,,
,RST Cloud - Threat Feed API,partner,RSTCloud,APIKey(apikey) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""apikey""}],""config"":""REQUIRED(APIKey)"",""params"":{""apikey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,RTIR,xsoar,Open Source,"Plain(certificate, credentials, token) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""certificate""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""token""}],""config"":""OPTIONAL(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""token"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""certificate"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,RubrikPolaris,partner,Rubrik,"APIKey(service_account_json) | Plain(email) — CHOICE(APIKey, Plain)","{""auth_types"":[{""type"":""APIKey"",""name"":""service_account_json""},{""type"":""Plain"",""name"":""email""}],""config"":""CHOICE(APIKey, OAuth2JWT, Plain)"",""params"":{""service_account_json"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""email"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""OAuth2JWT detected in code but no explicit params""}",,,,,,,,,,,,
,Rundeck,xsoar,PagerDuty,"Plain(token, token_creds) — OPTIONAL(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""token""},{""type"":""Plain"",""name"":""token_creds""}],""config"":""OPTIONAL(Plain)"",""params"":{""token"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""token_creds"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,RunZero,xsoar,runZero,Plain(api_key) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""api_key""}],""config"":""REQUIRED(Plain)"",""params"":{""api_key"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,RunZero Event Collector,xsoar,runZero,OAuth2ClientCreds(client_id) | Plain(client_secret) — REQUIRED(OAuth2ClientCreds) + REQUIRED(Plain),"{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""client_id""},{""type"":""Plain"",""name"":""client_secret""}],""config"":""REQUIRED(OAuth2ClientCreds) + REQUIRED(Plain)"",""params"":{""client_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":true},""client_secret"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SaaS Security Event Collector,xsoar,Palo Alto Networks,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,SaasSecurity,xsoar,Palo Alto Networks,OAuth2ClientCreds(app_ids) | Plain(credentials) — REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds),"{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""app_ids""},{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""app_ids"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Safebreach,partner,SafeBreach,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SafeBreach v2,partner,SafeBreach,APIKey(apiKey) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""apiKey""}],""config"":""REQUIRED(APIKey)"",""params"":{""apiKey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SafeNet Trusted Access,partner,Thales,APIKey(api_key) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""api_key""}],""config"":""REQUIRED(APIKey)"",""params"":{""api_key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SafeNetTrustedAccessEventCollector,partner,Thales,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SafewalkManagement,partner,InWebo Group,APIKey(apikey) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""apikey""}],""config"":""REQUIRED(APIKey) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""apikey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,SafewalkReports,partner,Protectimus,APIKey(apikey) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""apikey""}],""config"":""REQUIRED(APIKey) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""apikey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,SailPointIdentityIQ,partner,SailPoint Technologies,"OAuth2ClientCreds(client_id, client_secret) — REQUIRED(OAuth2ClientCreds, OAuth2ClientCreds)","{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""client_id""},{""type"":""OAuth2ClientCreds"",""name"":""client_secret""}],""config"":""REQUIRED(OAuth2ClientCreds, OAuth2ClientCreds)"",""params"":{""client_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":4,""required"":true},""client_secret"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SailPointIdentityNow,partner,SailPoint Technologies,"OAuth2ClientCreds(client_id, client_secret) — REQUIRED(OAuth2ClientCreds, OAuth2ClientCreds)","{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""client_id""},{""type"":""OAuth2ClientCreds"",""name"":""client_secret""}],""config"":""REQUIRED(OAuth2ClientCreds, OAuth2ClientCreds)"",""params"":{""client_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":true},""client_secret"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SailPointIdentityNowEventCollector,partner,SailPoint Technologies,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,Salesforce,xsoar,Salesforce,"Plain(clientID, clientSecret, credentials, credentials_client_secret) — REQUIRED(Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""clientID""},{""type"":""Plain"",""name"":""clientSecret""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""credentials_client_secret""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""clientID"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""clientSecret"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""credentials_client_secret"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Salesforce Event Collector,xsoar,Salesforce,"Plain(client_id, client_secret, credentials) — REQUIRED(Plain, Plain, Plain)","{""auth_types"":[{""type"":""Plain"",""name"":""client_id""},{""type"":""Plain"",""name"":""client_secret""},{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain, Plain, Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""client_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""client_secret"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,Salesforce Fusion IAM,xsoar,Salesforce,"OAuth2ClientCreds(client_id, client_secret) | Plain(client_id_creds, credentials, secret_token, secret_token_creds) — REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)","{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""client_id""},{""type"":""OAuth2ClientCreds"",""name"":""client_secret""},{""type"":""Plain"",""name"":""client_id_creds""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""secret_token""},{""type"":""Plain"",""name"":""secret_token_creds""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""client_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":false},""client_secret"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":4,""required"":false},""client_id_creds"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""secret_token"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""secret_token_creds"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,Salesforce IAM,xsoar,Salesforce,"APIKey(consumer_key, consumer_secret) | Plain(credentials, credentials_consumer) — REQUIRED(Plain) + OPTIONAL(APIKey)","{""auth_types"":[{""type"":""APIKey"",""name"":""consumer_key""},{""type"":""APIKey"",""name"":""consumer_secret""},{""type"":""Plain"",""name"":""credentials""},{""type"":""Plain"",""name"":""credentials_consumer""}],""config"":""REQUIRED(Plain) + OPTIONAL(APIKey) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""consumer_key"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""consumer_secret"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""credentials_consumer"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,Sample Incident Generator,xsoar,Open Source,NoneRequired,"{""auth_types"":[],""config"":""NONE"",""params"":{},""notes"":null}",,,,,,,,,,,,
,SAP-IAM,xsoar,SAP,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SAPBTP,xsoar,SAP,"OAuth2ClientCreds(client_id) | Plain(certificate, client_secret, private_key) — REQUIRED(OAuth2ClientCreds) + OPTIONAL(Plain)","{""auth_types"":[{""type"":""OAuth2ClientCreds"",""name"":""client_id""},{""type"":""Plain"",""name"":""certificate""},{""type"":""Plain"",""name"":""client_secret""},{""type"":""Plain"",""name"":""private_key""}],""config"":""REQUIRED(OAuth2ClientCreds) + OPTIONAL(Plain)"",""params"":{""client_id"":{""type"":""OAuth2ClientCreds"",""xsoar_type"":0,""required"":true},""certificate"":{""type"":""Plain"",""xsoar_type"":12,""required"":false},""private_key"":{""type"":""Plain"",""xsoar_type"":14,""required"":false},""client_secret"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
,SAPCloudForCustomerC4C,xsoar,SAP,Plain(username) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""username""}],""config"":""REQUIRED(Plain)"",""params"":{""username"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SaviyntEICEventCollector,xsoar,Saviynt,Plain(credentials) — REQUIRED(Plain),"{""auth_types"":[{""type"":""Plain"",""name"":""credentials""}],""config"":""REQUIRED(Plain) + OPTIONAL(OAuth2ClientCreds)"",""params"":{""credentials"":{""type"":""Plain"",""xsoar_type"":9,""required"":true}},""notes"":""OAuth2ClientCreds detected in code but no explicit params""}",,,,,,,,,,,,
,SCADAfence CNM,partner,Rapid7,"APIKey(APIKey, APISecret) — REQUIRED(APIKey, APIKey)","{""auth_types"":[{""type"":""APIKey"",""name"":""APIKey""},{""type"":""APIKey"",""name"":""APISecret""}],""config"":""REQUIRED(APIKey, APIKey)"",""params"":{""APISecret"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true},""APIKey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SecBI,partner,LogPoint,APIKey(API_KEY) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""API_KEY""}],""config"":""REQUIRED(APIKey)"",""params"":{""API_KEY"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,Secneurx Analysis,partner,SecneurX,APIKey(apiKey) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""apiKey""}],""config"":""REQUIRED(APIKey)"",""params"":{""apiKey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,Secneurx Threat Feeds,partner,SecneurX,APIKey(apikey) — REQUIRED(APIKey),"{""auth_types"":[{""type"":""APIKey"",""name"":""apikey""}],""config"":""REQUIRED(APIKey)"",""params"":{""apikey"":{""type"":""APIKey"",""xsoar_type"":4,""required"":true}},""notes"":null}",,,,,,,,,,,,
,SecurityAndComplianceV2,xsoar,Microsoft,"APIKey(certificate) | Plain(app_id, app_secret, certificate_password, credentials_app_id, credentials_app_secret, credentials_tenant_id, delegated_auth, tenant_id) — REQUIRED(Plain) + OPTIONAL(APIKey)","{""auth_types"":[{""type"":""APIKey"",""name"":""certificate""},{""type"":""Plain"",""name"":""app_id""},{""type"":""Plain"",""name"":""app_secret""},{""type"":""Plain"",""name"":""certificate_password""},{""type"":""Plain"",""name"":""credentials_app_id""},{""type"":""Plain"",""name"":""credentials_app_secret""},{""type"":""Plain"",""name"":""credentials_tenant_id""},{""type"":""Plain"",""name"":""delegated_auth""},{""type"":""Plain"",""name"":""tenant_id""}],""config"":""REQUIRED(Plain) + OPTIONAL(APIKey)"",""params"":{""certificate_password"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""certificate"":{""type"":""APIKey"",""xsoar_type"":4,""required"":false},""delegated_auth"":{""type"":""Plain"",""xsoar_type"":9,""required"":true},""credentials_app_secret"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""app_id"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""credentials_app_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false},""app_secret"":{""type"":""Plain"",""xsoar_type"":4,""required"":false},""tenant_id"":{""type"":""Plain"",""xsoar_type"":0,""required"":false},""credentials_tenant_id"":{""type"":""Plain"",""xsoar_type"":9,""required"":false}},""notes"":null}",,,,,,,,,,,,
